2024-03-31 16:50:19,263 INFO    StreamThr :1576550 [internal.py:wandb_internal():86] W&B internal server running at pid: 1576550, started at: 2024-03-31 16:50:19.262655
2024-03-31 16:50:19,266 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: status
2024-03-31 16:50:19,269 INFO    WriterThread:1576550 [datastore.py:open_for_write():87] open: /home/m_bobrin/CrossDomainIL/wandb/offline-run-20240331_165019-ch1e9uma/run-ch1e9uma.wandb
2024-03-31 16:50:19,323 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: run_start
2024-03-31 16:50:19,346 DEBUG   HandlerThread:1576550 [system_info.py:__init__():26] System info init
2024-03-31 16:50:19,347 DEBUG   HandlerThread:1576550 [system_info.py:__init__():41] System info init done
2024-03-31 16:50:19,348 INFO    HandlerThread:1576550 [system_monitor.py:start():194] Starting system monitor
2024-03-31 16:50:19,348 INFO    SystemMonitor:1576550 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-31 16:50:19,349 INFO    HandlerThread:1576550 [system_monitor.py:probe():214] Collecting system info
2024-03-31 16:50:19,350 INFO    SystemMonitor:1576550 [interfaces.py:start():190] Started cpu monitoring
2024-03-31 16:50:19,352 INFO    SystemMonitor:1576550 [interfaces.py:start():190] Started disk monitoring
2024-03-31 16:50:19,354 INFO    SystemMonitor:1576550 [interfaces.py:start():190] Started gpu monitoring
2024-03-31 16:50:19,355 INFO    SystemMonitor:1576550 [interfaces.py:start():190] Started memory monitoring
2024-03-31 16:50:19,356 INFO    SystemMonitor:1576550 [interfaces.py:start():190] Started network monitoring
2024-03-31 16:50:19,377 DEBUG   HandlerThread:1576550 [system_info.py:probe():150] Probing system
2024-03-31 16:50:19,379 DEBUG   HandlerThread:1576550 [system_info.py:_probe_git():135] Probing git
2024-03-31 16:50:19,387 DEBUG   HandlerThread:1576550 [system_info.py:_probe_git():143] Probing git done
2024-03-31 16:50:19,387 DEBUG   HandlerThread:1576550 [system_info.py:probe():198] Probing system done
2024-03-31 16:50:19,387 DEBUG   HandlerThread:1576550 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-25-generic-x86_64-with-glibc2.35', 'python': '3.10.14', 'heartbeatAt': '2024-03-31T13:50:19.377753', 'startedAt': '2024-03-31T13:50:19.253826', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/m_bobrin/CrossDomainIL/src/run_expert.py', 'codePathLocal': 'src/run_expert.py', 'codePath': 'src/run_expert.py', 'git': {'remote': 'https://github.com/skylooop/CrossDomainIL.git', 'commit': 'ed3df51f8403bdc2bc38313ec97ad4865c160b7c'}, 'email': 'derivas121@gmail.com', 'root': '/home/m_bobrin/CrossDomainIL', 'host': 'dylov-rtx-1', 'username': 'm_bobrin', 'executable': '/home/m_bobrin/anaconda3/envs/jax/bin/python', 'cpu_count': 16, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3878.080625000001, 'min': 2200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 3589.208, 'min': 2200.0, 'max': 3400.0}, {'current': 3579.272, 'min': 2200.0, 'max': 3400.0}, {'current': 3587.76, 'min': 2200.0, 'max': 3400.0}, {'current': 2874.108, 'min': 2200.0, 'max': 3400.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3400.0}, {'current': 3592.908, 'min': 2200.0, 'max': 3400.0}, {'current': 3586.349, 'min': 2200.0, 'max': 3400.0}, {'current': 3582.806, 'min': 2200.0, 'max': 3400.0}, {'current': 3733.889, 'min': 2200.0, 'max': 3400.0}, {'current': 4259.128, 'min': 2200.0, 'max': 3400.0}, {'current': 3741.364, 'min': 2200.0, 'max': 3400.0}, {'current': 3731.729, 'min': 2200.0, 'max': 3400.0}, {'current': 4659.214, 'min': 2200.0, 'max': 3400.0}, {'current': 3741.427, 'min': 2200.0, 'max': 3400.0}, {'current': 3773.44, 'min': 2200.0, 'max': 3400.0}, {'current': 3740.718, 'min': 2200.0, 'max': 3400.0}, {'current': 3592.091, 'min': 2200.0, 'max': 3400.0}, {'current': 3585.001, 'min': 2200.0, 'max': 3400.0}, {'current': 3586.807, 'min': 2200.0, 'max': 3400.0}, {'current': 2873.271, 'min': 2200.0, 'max': 3400.0}, {'current': 3587.078, 'min': 2200.0, 'max': 3400.0}, {'current': 3587.742, 'min': 2200.0, 'max': 3400.0}, {'current': 3598.105, 'min': 2200.0, 'max': 3400.0}, {'current': 3589.007, 'min': 2200.0, 'max': 3400.0}, {'current': 3743.071, 'min': 2200.0, 'max': 3400.0}, {'current': 3881.481, 'min': 2200.0, 'max': 3400.0}, {'current': 3734.682, 'min': 2200.0, 'max': 3400.0}, {'current': 3728.045, 'min': 2200.0, 'max': 3400.0}, {'current': 4677.321, 'min': 2200.0, 'max': 3400.0}, {'current': 3751.175, 'min': 2200.0, 'max': 3400.0}, {'current': 3714.289, 'min': 2200.0, 'max': 3400.0}, {'current': 3743.966, 'min': 2200.0, 'max': 3400.0}], 'disk': {'/': {'total': 915.3213348388672, 'used': 195.07463455200195}}, 'gpu': 'NVIDIA GeForce RTX 3090 Ti', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090 Ti', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 3090 Ti', 'memory_total': 25757220864}], 'memory': {'total': 62.72709274291992}}
2024-03-31 16:50:19,387 INFO    HandlerThread:1576550 [system_monitor.py:probe():224] Finished collecting system info
2024-03-31 16:50:19,387 INFO    HandlerThread:1576550 [system_monitor.py:probe():227] Publishing system info
2024-03-31 16:50:19,387 DEBUG   HandlerThread:1576550 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-31 16:50:22,021 DEBUG   HandlerThread:1576550 [system_info.py:_save_conda():219] Saving conda packages done
2024-03-31 16:50:22,032 INFO    HandlerThread:1576550 [system_monitor.py:probe():229] Finished publishing system info
2024-03-31 16:50:22,223 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: python_packages
2024-03-31 16:50:24,270 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 16:50:24,270 DEBUG   SenderThread:1576550 [sender.py:send_request():405] send_request: status_report
2024-03-31 16:50:29,271 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 16:50:29,272 DEBUG   SenderThread:1576550 [sender.py:send_request():405] send_request: status_report
2024-03-31 16:50:32,258 DEBUG   SenderThread:1576550 [sender.py:send():378] send: exit
2024-03-31 16:50:32,258 INFO    SenderThread:1576550 [sender.py:send_exit():585] handling exit code: 0
2024-03-31 16:50:32,259 INFO    SenderThread:1576550 [sender.py:send_exit():587] handling runtime: 12
2024-03-31 16:50:32,259 INFO    SenderThread:1576550 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-31 16:50:32,259 INFO    SenderThread:1576550 [sender.py:send_exit():593] send defer
2024-03-31 16:50:32,259 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: defer
2024-03-31 16:50:32,259 INFO    HandlerThread:1576550 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-31 16:50:32,259 DEBUG   SenderThread:1576550 [sender.py:send_request():405] send_request: defer
2024-03-31 16:50:32,259 INFO    SenderThread:1576550 [sender.py:send_request_defer():609] handle sender defer: 0
2024-03-31 16:50:32,259 INFO    SenderThread:1576550 [sender.py:transition_state():613] send defer: 1
2024-03-31 16:50:32,260 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: defer
2024-03-31 16:50:32,260 INFO    HandlerThread:1576550 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-31 16:50:32,260 DEBUG   SenderThread:1576550 [sender.py:send_request():405] send_request: defer
2024-03-31 16:50:32,260 INFO    SenderThread:1576550 [sender.py:send_request_defer():609] handle sender defer: 1
2024-03-31 16:50:32,260 INFO    SenderThread:1576550 [sender.py:transition_state():613] send defer: 2
2024-03-31 16:50:32,260 DEBUG   HandlerThread:1576550 [handler.py:handle_request():146] handle_request: defer
